rewards
9967.040097810079
9498.157308043956
7343.1898005008325
5868.802364273592
4706.043682332035
4885.671301473257
4757.113405880408
4314.842420793361
4684.094899880269
3950.1967174726906
4007.7476316332522
3998.992715457405
3629.8075711757615
4111.535561700515
3996.4995128303644
4041.9127721423943
4036.420448507045
4452.911037715934
4439.8763354289695
5196.420744119615
4163.7650572687835
3957.1697640917946
4248.73108366421
4085.4916259884317
3478.0952946220686
3626.477433869184
3850.9017262059883
4191.215550418025
3793.8522566259217
4230.749530193819
4120.044892384261
3758.332593707066
5238.361475197396
4761.522265036622
4794.641260567623
4259.594900331695
4378.145107859655
5135.132098549264
3765.131852406387
4516.831345806657
3696.142526333524
3248.1966264534726
4112.510084841421
4470.236700319088
4750.710904718893
3830.739314012136
3731.673293702176
3776.0092836955564
3711.9695825035724
3798.9793176690227
4013.5867057790842
4197.102281902839
3347.353787578059
3176.056331883774
4123.572424814709
4041.2881521906234
4393.489933948282
4010.318926061643
4928.852232395978
3940.0771924764867
3867.9677106426916
4956.044584156612
4078.193173045877
4362.810879687353
3534.243588398846
4626.051183213186
3932.2034321949777
3735.167286041805
4557.287260164894
4385.913960089312
3724.4871255975895
3973.333278563005
4203.488039110877
4719.326459008979
4191.778234086267
4083.307366639398
4484.18699211561
4527.3780716956635
4894.646896678546
4077.885871451168
4554.113377999439
4171.30235589064
4712.915941934973
4578.797645662358
3941.669306643121
4000.433079271357
4642.871507195775
4522.931921963326
4393.910295821118
4348.235388160261
4791.982928185571
4817.899152152917
3901.820037129035
4283.027320397821
3887.58051493429
4627.711431082827
4264.36598464421
3981.7091851794607
4123.543686379252
4909.132715465547
3913.7194971410304
4452.262763875726
4423.218861611094
3624.6879060478714
4386.841222215662
4456.573987240185
4413.443436313954
3742.6542740806926
4181.829883724627
4010.828059126446
4300.292533103534
4404.806356789132
4642.937035262731
4264.646830615923
4464.82929673916
4337.38092602334
4478.123210818445
3944.172066058848
4311.767060494494
4433.2969248805675
4322.4470714412855
4555.112246993881
4322.282371399286
3842.4582396031856
4307.228893419213
4035.2249538964934
3270.1604358209515
3605.776614124408
4219.614748537254
4465.517128664956
4523.780970117411
4411.358393989176
4580.791742845164
4305.051748262794
4649.670302265192
4559.941563940442
4819.749166190822
5721.9916799965395
4362.832925486281
4599.283661198457
4790.643968477403
5331.746657816404
5456.389787467785
4240.877417189872
4360.11278762929
4394.019285609157
5072.205433577138
5237.842012512567
3257.038382208015
4245.855669362816
3809.9433058491177
4535.127860830379
4248.438358569427
4936.708011100649
4780.40564528129
5126.011269402407
6061.472671701236
6020.968947304732
4352.926672520574
4139.078673988554
4311.330270214716
3302.149341892723
4552.961042696649
5197.531737449601
4920.265026138347
6105.1769095174295
5933.9034910786795
4027.237248517218
4223.087244506952
4987.064614800498
5090.983833311116
4699.537712126808
5660.105236387811
5296.522598184827
5256.931665685692
5239.03057231458
5572.8336964647415
4227.655403606758
3958.05018557562
4331.078256738701
4451.930479588918
5453.6853244593085
4516.349548693607
5109.537250599445
5546.682258343302
4305.424284906053
3674.6325623794237
4190.157196681112
4057.8673109409533
4481.242527604384
4386.453986246844
5189.569365414881
4354.982289726844
5067.430497060345
5004.349188143331
5242.224716031123
5367.937286459787
5541.325938704187
5157.164473499849
4661.1744162058385
